ID	PrimaryID	Title	Characteristics	ProjectTitle	IUBUnit	IUBWorker	DateCompleted	IntScore	IntNotes	ContScore	ContNotes	RareScore	RareNotes	DocScore	DocNotes	TechScore	TechUnknown	TechNotes	GenerationStatement	GenerationNotes	IntellectualPropertyStatement	IntellectualPropertyNotes	GeneralNotes
330	LMC2395	Norvelle mss. II		First 5 Yr Prioritization	5	16	5/22/13	3		2.5		3.5		3		3	FALSE		Original		Ask Lilly		
331	LMC2569	"Miller, E.G. mss"		First 5 Yr Prioritization	5	16	5/22/13	2.4		3		2.5		3.4		3.4	FALSE		Original		Ask Lilly		
332	LMC2424	Nims mss. II		First 5 Yr Prioritization	5	16	5/22/13	3		3.5		3.4		3.5		3.5	FALSE		Original		Ask Lilly		
333	LMC2765	"Potter, Neal mss."		First 5 Yr Prioritization	5	16	5/22/13	2.4		3.4		2.5		3.5		3.4	FALSE		Original		Ask Lilly		
334	LMC1880			First 5 Yr Prioritization	5	16	5/22/13	4.5		4.5		3.4		4.5		3	FALSE		Original		Ask Lilly		
335	LMC1837	Meltzer mss.		First 5 Yr Prioritization	5	16	5/22/13	2.4		3.5		3		3.5		2.4	FALSE		Original		Ask Lilly		
336	LMC2699	Mystery Writer of America mss		First 5 Yr Prioritization	5	16	5/22/13	2.5		3.5		3.4		3.5		3	FALSE		Original		Ask Lilly		
337	LMC2513	Shanks mss.		First 5 Yr Prioritization	5	16	5/22/13	2.4		3		2.5		3.5		2.4	FALSE		Original		Ask Lilly		
338	LMC 1945	O'Connor mss.		First 5 Yr Prioritization	5	16	5/22/13	2.7		3.9		3.7		3.5		3.5	FALSE		Original		Ask Lilly		
339	LMC 1957	Overstreet mss.		First 5 Yr Prioritization	5	16	5/22/13	2		3.4		2.5		3.5		3.4	FALSE		Original		Ask Lilly		
340	LMC 2412	"Sanders, Scott Russell mss."		First 5 Yr Prioritization	5	16	5/22/13	3		3.5		2.4		3.5		3.5	FALSE		Original		Ask Lilly		
413	Mathers-01	Mathers First Priority		First 5 Yr Prioritization	45	16	4/10/13	5		5		5		5			TRUE		Original	Some are copies of original material - talk with Ellen about prioritization within the group.	Open		
414	Mathers-02	Mathers Second Priority		First 5 Yr Prioritization	45	16	4/10/13	4		4		4		4			TRUE		Original	Some are copies of original material - talk with Ellen about prioritization within the group.	Open		
415	Mathers-03	Mathers Third Priority		First 5 Yr Prioritization	45	16	4/10/13	3		3		3		3			TRUE		Original	Some are copies of original material - talk with Ellen about prioritization within the group.	Open		
416	Mathers-04	Mathers Fourth Priority		First 5 Yr Prioritization	45	16	4/10/13	2		2		2		2			FALSE		Mixed	"Some copies, some originals"	Open		
417	Mathers-05	Mathers Fifth Priority		First 5 Yr Prioritization	45	16	4/10/13	1		1		1		1			FALSE		Mixed	"Some copies, some originals"	Open		"Not sure that they want any of this done, since some has already been transferred, but worth evaluating when it comes time."
168	ohrc094	"Socialism in Indiana in the 1920s, 1975-1976"	Political Socialism in early 20th century. Socialist mayoral candidates in the 20s.	First 5 Yr Prioritization	10	17	1/30/13	4.8	No use but interesting.	4.1		4.9	Possibly other info about Mrs. Brading	3.4			TRUE		Originals		Open		
169	ohrc095	"Southern Conference for Human Welfare/Educational Fund, 1982-1983"	"Civil Rights, economic rights"	First 5 Yr Prioritization	10	17	1/30/13	4.8	Some use.	4.3	Not excessively long but very focused.	4.5	Not sure if there is other info on these people.	3.3	Tape with Amelia Robinson not fully transcribed.		TRUE		Originals		Open		
170	ohrc096	"Stones River National Battlefield Community, 1999"	Student project.	First 5 Yr Prioritization	10	17	1/30/13	3.4	No use. Focus just on battlefield.	3.4		4.8	Not exactly public figures.	3.4	All transcribed		TRUE		Originals		Open		
171	ohrc104	"Testimonios: Documenting the Lives and Faith of Latino Immigrants, 2001-2002"	New immigrant project.	First 5 Yr Prioritization	10	17	1/30/13	4.5	No use but what it's documenting is important.	2.5	"Well documented but short, possibly because interviews were done in English."	4.9	These people aren't interviewed anywhere else.	3.4			TRUE		Originals		Open		
172	ohrc098	"United States Foreign Relations During World War II, 1975-1978"	Foreign relations during WWII.	First 5 Yr Prioritization	10	17	1/30/13	4.4	"No use. State Department Official, labor attache in Britain."	4.5	Long detailed interviews.	4.5		3.4			TRUE		Originals		Open		
173	ohrc099	"Ukrainian-Americans in the Midwest, 1990-1991"	"Another immigrant project. 12 interviews, two done in Ukranian."	First 5 Yr Prioritization	10	17	1/30/13	3.9	Some use.	3.4	Many of them are not transcribed but interviews are long.	4.8		2.4			TRUE		Originals		Mixed	Some are open and some are restricted.	
175	ohrc100	"Village Mothers Oral History Project, 1981-1990"	Rural mothers during Soviet times. Used in the book 'Village Mothers.'	First 5 Yr Prioritization	10	17	1/30/13	3.6	Some use. [Initially 4.4]	4	[Initially 4.5]	4.8	Will not find these women interviewed anywhere else. Groundbreaking. [Initially 4.9]	4	Book can be used as additional material. [Initially 3.7]		TRUE		Originals		Open		"Email of 3/20/2013 assigned new numbers which are taken to supersede the older ones:  
Hi, Patrick and Jason—
 
I found the Village Mothers tapes.  They got stuck on a shelf and haven’t been copied yet, but contrary to our finding aid, they do exist, and I will make copies of them, and they should be put into the queue for digitization.  This project (#100) gets a 3.6 for subject interest (it discusses courtship, birth, and childrearing practices in villages of Russian and Tatar women), a 4.0 for content quality, a 4.8 for rareness, and a 4.0 for documentation (because there is a book called Village Mothers by David Ransel for which these interviews formed the basis).  These are all original tapes.
 
Please let me know if you need any other information.
 
Cheers—
Barbara"
176	ohrc081	"Wartime Military Experiences, 1992"	"Originally called ""Military Racism"" but title was changed."	First 5 Yr Prioritization	10	17	1/30/13	4.4	Nice breadth and interesting study.	2.5	Not transcribed. Not long interviews.	4.8		2.4			TRUE		Originals		Mixed	Some open and some restricted.	
177	ohrc101	"West Side Community Center, Bloomington, Indiana, 1985"		First 5 Yr Prioritization	10	17	1/30/13	4.4		3		4.9	Nothing else about the Banneker Center anywhere else.	2.4	Not transcribed.		TRUE		Originals		Open		
182	ohrc102	"Whiting, Indiana: Generational Memory, 1991-1993"	"Community study, life and labor histories, steel and oil refinery, ethnic identity, economic study"	First 5 Yr Prioritization	10	17	2/6/13	4.5	Microcosm of what happened nation-wide economically and with diversity	4.4	"Mostly thorough, some peer interviews not as good"	4.8	"Ordinary folks, no other studies of Whiting"	3.4	"No other documentation, all transcribed"		TRUE		Originals		Open		
184	ohrc103	"William E. Jenner and Indiana Politics, 1971-1974
William E. Jenner and Indiana Politics, 1971-1974"	Indiana politics	First 5 Yr Prioritization	10	17	2/6/13	3.4	No use	3.4		3.5		3.3	"No supporting materials, one not transcribed"		TRUE		Originals		Open		
185	ohrc106	"Women's History, 1977-1980"	"Civil affairs and the 19th Ammendment, Bloomington history"	First 5 Yr Prioritization	10	17	2/6/13	4.2	No use	4		4.8		3	Some not transcribed		TRUE		Originals		Open		
186	ohrc013	"Writing The Saga of Coe Ridge , 1976"	Town of mixed race in Kentucky. Town was harassed by surrounding towns.	First 5 Yr Prioritization	10	17	2/6/13	3.5	Mostly about his work	2.5		3	Might be other interviews with William Montell	3.4	Transcribed		TRUE		Originals		Open		
187	ohrc004	"Writings of Bruce A. Rosenberg, 1976"		First 5 Yr Prioritization	10	17	2/6/13	3.5		2.7		3		3.4	Basic documentation		TRUE		Originals		Open		
290	MDP019	Geology		First 5 Yr Prioritization	47	17	5/8/13							1.5			FALSE						
291	MDP020	SAC		First 5 Yr Prioritization	47	17	5/8/13							1.5			FALSE						
292	MDP021	CIC Conference		First 5 Yr Prioritization	47	17	5/8/13							1.5			FALSE						
293	MDP022	Music & Meaning		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
294	MDP023	Doc Councilman		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
295	MDP024	Medieval Bookshots		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
296	MDP025	Living Textbook		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
297	MDP026	Chapman		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
298	MDP027	Scholarship of Teaching and Learning		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
299	MDP028	Benton Project		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
300	MDP029	Choices at IU		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
301	MDP030	Charles Ives Workshop		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
302	MDP031	Swahili Language Series		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
303	MDP032	Engaging Students in Larger Classes		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
304	MDP033	IU Wiesbaden Conference		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
305	MDP034	Street Corner Stories		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
306	MDP035	Don Freund Project		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
307	MDP036	Patrick McNaughton		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
308	MDP037	Biz 75		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
309	MDP038	Infrared Reflectology		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
310	MDP039	Storytelling		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
311	MDP040	T and C		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
312	MDP041	Africa Project		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
313	MDP042	Plenary Session 1990		First 5 Yr Prioritization		17	5/21/13							1.5			FALSE						
314	MDP043	Madrigal Dinner		First 5 Yr Prioritization		17	5/21/13							1.5			FALSE						
315	MDP044	Assessment		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
316	MDP045	Business Update		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
317	MDP046	Founders Gathering		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
318	MDP047	TRP Project		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
319	MDP048	Business Promo		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
320	MDP049	Finish Line		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
321	MDP050	Treasures of Indiana		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
322	MDP051	Father Ribiero		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
323	MDP052	Misc. Audio		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
324	MDP053	Marching 100		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
325	MDP054	New Fingers For Old Music		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
326	MDP055	Safety		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
327	MDP056	SH		First 5 Yr Prioritization	47	17	5/21/13							1.5			FALSE						
341	MDP057	Andrew Hanson		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
342	MDP058	Lecture Series		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
343	MDP059	R. Powell		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
344	MDP060	Capoeira		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
345	MDP061	Johnny Otis Show		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
347	MDP063	Research Design		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
348	MDP064	Abraham's Children		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
350	MDP066	Collaboration & Teaming		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
351	MDP067	Law School Interviews		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
352	MDP068	Eric		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
353	MDP069	Ambiences		First 5 Yr Prioritization	47	17	5/22/13							1.5			FALSE						
358	MDP074	Cover Test Examples		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
359	MDP075	The Earth Explored		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
360	MDP076	Herman B Wells 90th Birthday Slideshow		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
361	MDP077	The Lilly Library		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
362	MDP078	A Sense of Where You Are		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
364	MDP080	Making Large Classes Work		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
365	MDP081	COAS: Technology in the Classroom		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
367	MDP083	What to Expect in the College Classroom		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
368	MDP084	Therapeutic Act Intervention		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
369	MDP085	Motion X-Ray Series		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
370	MDP086	NAFARE Video Project		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
371	MDP087	Pickup Shots		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
372	MDP088	"IU 1938, 1940 Commencement"		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
373	MDP089	Twister		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
374	MDP090	Are Corporations Wicked?		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
375	MDP091	Scheduling		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
376	MDP092	Law School Alumni Awards Banquet		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
377	MDP093	Evaluating Criteria for Middle Level Schools		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
378	MDP094	Teaching About Europe		First 5 Yr Prioritization	47	17	6/14/13							1.5			FALSE						
156	ohrc085	"Personal Experiences in World War I, 1974-1980"	9 interviews	First 5 Yr Prioritization	10	18	1/23/13	4.5	"Have not seen anyone use them, many very elderly (but some with poor memories), interesting topic"	4.4	"Long interviews, thorough but not complete"	4.9	Haven't seen many oral histories on this subject	3.4	"All transcribed, don't have other materials"		TRUE	Good enough to transcribe	Originals		Open		
157	ohrc087	"Philanthropy: History of Fund-raising, 1988"	"20 interviews, first of several projects on this topic"	First 5 Yr Prioritization	10	18	1/23/13	4.5	"Interesting interviews, interviews used in book, transcript copies at Indianapolis"	4.4	Very good job on interviews	4.5	Public figures so public information is known about them	3.5	"Pictures of all interviewees, newspaper articles"		TRUE	Good enough to trancribe	Originals		Mixed	"Several restricted, tapes are closed on restricted items"	
158	ohrc088	"Planned Parenthood Association, 1976-1977"	"3 interviews, open reel?"	First 5 Yr Prioritization	10	18	1/23/13	4.4	"No use that is remembered, timely, not long after Roe v. Wade, important institution"	4.3	"Central individuals, overview perspective"	4.8	"Interviews were a long time ago, unique"	3.4	"Transcribed, nothing else"		TRUE	Good enough to transcribe	Originals		Open		
159	ohrc107	"Port Gibson, Mississippi, 1992"	"Graduate student project there, wanted a home for interviews"	First 5 Yr Prioritization	10	18	1/23/13	4	Interesting topic but no use	4	Long interviews	4.9	"Both people likely ""ordinary folks"" so likely very rare"	2.4	"Only some transcribed, detailed blurb"		TRUE	Some not transcribed	Originals		Open		
160	ohrc089	"Preservers of the Past: Indiana County Historical Societies, 1995-1996"	"Chose different sizes of historical societies with museums, talked to founders and long-time members"	First 5 Yr Prioritization	10	18	1/23/13	4	"Talk about community changes, not a lot of use, have given some talks about it, documents an institution"	4	"Good interviews, some longer interviews"	4.8	Won't find much else about interviewees	4	"Slides, reports, various ephemera, all transcribed"		TRUE	Good enough to transcribe	Originals		Open		
161	ohrc090	"Remembering Indiana in the Twentieth Century, 1995-1997"	"Was to round out community projects, interviews with groups and places neglected by previous work"	First 5 Yr Prioritization	10	18	1/23/13	4.4	"Evansville / African American focus, not a lot of use, used in book, Indiana history"	4.3	"Good interviews, even short interviews are rich in content"	4.8	"Older folks, likely not much information elsewhere, talks about race and ""red-lining"" in housing"	3.5	"Excerpts used in book, all transcribed"		TRUE	Good enough to transcribe	Originals		Open		
162	ohrc091	"Retired IU Faculty, 1985"	Produced a booklet from these interviews	First 5 Yr Prioritization	10	18	1/23/13	4.7	"Life history for interviewees, IU history, faculty documenting an institution"	4.4	Length varies	4.7	"All faculty members, so there are other records here"	3.5	"Book, transcripts"		TRUE	Good enough to transcribe	Originals		Open		
163	ohrc109	"Roller Skating Association Oral History, 2000-2001"	"4 interviews, national professional organization for roller rink operators"	First 5 Yr Prioritization	10	18	1/23/13	3.4	"Not sure of use, interesting if you want to know about this specific topic"	3.4	"Moderate, not long interviews, anxious interviewees did not open up very much"	4.8	Not a lot else about topic out there	3.4	All transcribed		TRUE	Good enough to transcribe	Originals		Mixed	One of four restricted	
164	ohrc012	"Romanian-Americans in Lake County, Indiana, 1976-1977"	"Tapes given to us from an individual's graduate work, have not fully processed"	First 5 Yr Prioritization	10	18	1/23/13	3.3	Interesting topic	3.3		4		2.4	"Partially transcribed, dissertation"		TRUE	Not fully processed	Originals		Open		
165	ohrc111	Social Face of Death	"24 interviews, follow-on to History of Paoli project"	First 5 Yr Prioritization	10	18	1/23/13	4	"No use, death is an interesting topic, subjects interviewed in another project so interesting to oral history study"	4	"Good job with interviews, shorter because of narrow scope"	5	Aren't other known projects like this	3.4	"No extra materials, nothing produced from them that we have"		TRUE	Good enough to transcribe	Originals		Open		
166	ohrc092	"Social History of Spencer, Indiana 1974-1976"	55 interviews	First 5 Yr Prioritization	10	18	1/23/13	4.6	"Some use, mostly family, some scholarly, large size and range of interviews with a spatial focus, emphasis on change"	4		4.8		3	"Most transcribed, some don't even have time length so spotty"		TRUE	At least some good enough to transcribe	Originals		Open		
251	Shaw	Valerie Shaw Collection	"L.A. journalist, 1984 conference ""Black Hollywood Yesterday"" on 20s-30s Black film and misc material"	First 5 Yr Prioritization	8	18	4/11/13	3.5	"Era is becoming more in vogue, interacts with race films, talk about Black film in the 1980s"	2.5	"No paper materials, but lots of promotional materials.  Thorough for the conference, but maybe not for Black film of that era"	3.4	"Fairly rare, USC might have a tape but not aware of it.  Films of her presenting to African American elementary students,morning shows, are rare."	1	No paper materials	3	FALSE	"U-Matic is at standard quality of U-matic in general, audiotapes unknown"	Originals	Some dubs of originals	Restricted	"No deposit agreement, USC might have rights?"	
262	LMC2300	Halleck mss.		First 5 Yr Prioritization	5	18	4/26/13	2.5		2.5		2.5		4		3.5	FALSE						
263	LMC1474	Harvey mss.		First 5 Yr Prioritization	5	18	4/26/13	2		1.5		1.4	commercial LPs	2		3.5	FALSE						
264	LMC1480	Hawes mss.		First 5 Yr Prioritization	5	18	4/26/13	1.4		3		4.5		3.5		3	FALSE						
265	LMC2308	Helm mss. II		First 5 Yr Prioritization	5	18	4/26/13	2.4		3.5		3.4		3.5		3	FALSE						
266	LMC1564	Hines mss.		First 5 Yr Prioritization	5	18	4/26/13	1.4		1.4		3.5		2		2.5	FALSE						
267	LMC1506	"Holman, W.S. mss."		First 5 Yr Prioritization	5	18	4/26/13	1.4		1.4		3.4		3.5		2.5	FALSE						
268	LMC2348	"Hughes, R. mss."		First 5 Yr Prioritization	5	18	4/26/13	3.4		4.4		3.4		4		3.4	FALSE						
269	LMC2177	Intercultural Publications mss.		First 5 Yr Prioritization	5	18	4/26/13	1.5		1.4		2.5		3.4		4.4	FALSE						
270	LMC2455	Juster mss.		First 5 Yr Prioritization	5	18	4/26/13	2.5		4.5		3.4		4.4		4	FALSE						
271	LMC1664	Lincoln mss.		First 5 Yr Prioritization	5	18	4/26/13	4.5		2.5		3.4		2.5		2.5	FALSE						
273	LMC2749	Lizzani mss.		First 5 Yr Prioritization	5	18	4/26/13	2.4		3.5		2.5		3.5		3.5	FALSE						
274	LMC2384	McVitty mss.		First 5 Yr Prioritization	5	18	4/26/13	2.4		3.5		2.5		4.4		2.5	FALSE						
275	LMC1718	Masaryk mss.		First 5 Yr Prioritization	5	18		3		2.5		3.5		3.5		2.5	FALSE						
276	MDP011	Critical Moments		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
277	MDP012	Critical Literacy		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
278	MDP013	Delivery is the Key		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
279	MDP014	Retention Student Videotapes		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
280	MDP015	Audiology		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
281	MDP016	Chinese In Action		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
282	MDP017	Scholarship of Teaching and Learning		First 5 Yr Prioritization	47	18	5/1/13							1.5		4	FALSE						
283	MDP018	Saudi Student Dinner		First 5 Yr Prioritization	47	18	5/1/13	3		3.5		3.4		1.5		4	FALSE		Originals				
354	MDP070	Moments in Time		First 5 Yr Prioritization	47	18	5/22/13							1.5			FALSE						
355	MDP071	Bill Blass		First 5 Yr Prioritization	47	18	5/22/13							1.5			FALSE						
356	MDP072	Beyond Einstein		First 5 Yr Prioritization	47	18	5/22/13							1.5			FALSE						
357	MDP073	What's a Teacher for?		First 5 Yr Prioritization	47	18	5/22/13							1.5			FALSE						
379	MDP095	Teaching/Instruction Misc.		First 5 Yr Prioritization	47	18	6/14/13										FALSE						
380	MDP096	Orientation Misc.		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
381	MDP097	Work Tape		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
382	MDP098	Herman Wells: Charge to Freshmen		First 5 Yr Prioritization	47	18											FALSE						
383	MDP099	Dr. Kinsey Picnic		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
384	MDP100	Kenny Aronoff		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
385	MDP101	Chau Hiix		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
386	MDP102	Business Misc.		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
387	MDP103	Inside IU		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
388	MDP104	The Scars of Memory		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
389	MDP105	Bflex		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
390	MDP106	Singing Hoosiers		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
391	MDP107	Mucia		First 5 Yr Prioritization	47	18	6/17/13										FALSE						
392	MDP108	Campus Shots		First 5 Yr Prioritization	47	18	6/17/13	2.7		2.5		2.6		1.5		4	FALSE						
393	MDP109	Data Center Events		First 5 Yr Prioritization	47	18	6/17/13	2.5		3		3		1.5		4	FALSE						
394	MDP110	Chucky Lou		First 5 Yr Prioritization	47	18	6/17/13	4		3.7		3		1.5		4	FALSE						
395	MDP111	Indiana's Herman B. Wells		First 5 Yr Prioritization	47	18	6/17/13	4.7		4		4		1.5		4	FALSE						
396	MDP112	Spirit of Sport		First 5 Yr Prioritization	47	18	6/17/13	2.9		2.5		2.5		1.5		4	FALSE						
397	MDP113	Rec Sports		First 5 Yr Prioritization	47	18	6/17/13	2.8		2.5		2.5		1.5		4	FALSE						
398	MDP114	Master Tapes		First 5 Yr Prioritization	47	18	6/17/13	5		5		5		1.5		4	FALSE						
399	MDP115	Rudy Pozzatti		First 5 Yr Prioritization	47	18	6/17/13	3.9		3.5		3		1.5		4	FALSE						
400	MDP116	Standing On Our Shoulders		First 5 Yr Prioritization	47	18	6/17/13	2.8		2.6		3		1.5		4	FALSE						
401	MDP117	William Breneman Lecture		First 5 Yr Prioritization	47	18	6/17/13	2.6		2.5		2.9		1.5		4	FALSE						
402	MDP118	Audiometry		First 5 Yr Prioritization	47	18	6/17/13	3		2.7		2.9		1.5		4	FALSE						
403	MDP119	Opportunities: IU School of Business		First 5 Yr Prioritization	47	18	6/17/13	3		3		2.8		1.5		4	FALSE						
404	MDP120	Student Building/Clock Tower		First 5 Yr Prioritization	47	18	6/17/13	3.9		4		3.6		1.5		4	FALSE						
405	MDP121	Alumni Tour		First 5 Yr Prioritization	47	18	6/17/13	2.7		2.6		2.9		1.5		4	FALSE						
406	MDP122	IU Film Archive Dubs		First 5 Yr Prioritization	47	18	6/17/13	2.5		2.5		2.5		1.5		4	FALSE						
407	MDP123	Title VI Conference		First 5 Yr Prioritization	47	18	6/17/13	3.6		2.9		2.6		1.5		4	FALSE						
408	MDP124	Psychology		First 5 Yr Prioritization	47	18	6/17/13	3.3		3		3		1.5		4	FALSE						
409	MDP125	Retention		First 5 Yr Prioritization	47	18	6/17/13	2.7		3.8		3.8		1.5		4	FALSE						
410	MDP126	Afro-American Dance and IU Soul Revue		First 5 Yr Prioritization	47	18	6/17/13	3.9		4.5		4.4		1.5		4	FALSE						
411	MDP127	Host #1-3		First 5 Yr Prioritization	47	18	6/17/13	2.5		2.5		2.5		1.5		4	FALSE						
412	MDP128	Applied Health Sciences: Richard Feldman		First 5 Yr Prioritization	47	18	6/17/13	3.1		2.9		3.2		1.5		4	FALSE						
418	MDP129	IU Overseas		First 5 Yr Prioritization	47	18	7/16/13	2.9		2.5		2.5		1.5		4	FALSE						
419	MDP130	Devils		First 5 Yr Prioritization	47	18	7/16/13	2.6		2.4		2.8		1.5		4	FALSE						
420	MDP131	Ryan Tribute		First 5 Yr Prioritization	47	18	7/16/13	3.9		3		4		1.5		4	FALSE						
421	MDP132	CFO Roundtable		First 5 Yr Prioritization	47	18	7/16/13	2		2		2.6		1.5		4	FALSE						
422	MDP133	Test VHS Cameras		First 5 Yr Prioritization	47	18	7/16/13	1		1		1		1.5		4	FALSE						
424	MDP135	Business School Interviews		First 5 Yr Prioritization	47	18	7/16/13	3		2.9		3		1.5		4	FALSE						
425	MDP136	Freshman Fiasco		First 5 Yr Prioritization	47	18	7/16/13	2.4		2.3		2.9		1.5		4	FALSE						
426	MDP137	Speech and Hearing		First 5 Yr Prioritization	47	18	7/16/13	2.9		2.6		2.9		1.5		4	FALSE						
427	MDP138	Traces Left Behind		First 5 Yr Prioritization	47	18	7/16/13	2.7		2.4		2.4		1.5		4	FALSE						
428	MDP139	Success Begins With Access		First 5 Yr Prioritization	47	18	7/16/13	3		2.5		2.8		1.5		4	FALSE						
429	MDP140	Briscoe		First 5 Yr Prioritization	47	18	7/16/13	3.2		3.8		3.5		1.5		4	FALSE						
430	MDP141	Morton Bradley		First 5 Yr Prioritization	47	18	7/16/13	3.6		3		3		1.5		4	FALSE						
431	MDP142	Clinical Treatments for Children		First 5 Yr Prioritization	47	18	7/16/13	3		2.5		2.8		1.5		4	FALSE						
432	MDP143	History Dept. Interviews		First 5 Yr Prioritization	47	18	7/16/13	2.8		2.9		3		1.5		4	FALSE						
433	MDP144	Madrigal Dinner		First 5 Yr Prioritization	47	18	7/16/13	3		2.5		2.5		1.5		4	FALSE						
434	MDP145	Howard Gest		First 5 Yr Prioritization	47	18	7/16/13	4.5		4.5		4.7		1.5		4	FALSE						
435	MDP146	Campus Access Card		First 5 Yr Prioritization	47	18	7/16/13	1.5		2.5		2.5		1.5		4	FALSE						
436	MDP147	Veterans Services Presentations		First 5 Yr Prioritization	47	18	7/16/13	2.6		2.5		2.8		1.5		4	FALSE						
437	MDP148	Physiology Demo		First 5 Yr Prioritization	47	18	7/16/13	2.9		2.5		2.5		1.5		4	FALSE						
438	MDP149	Shapes in the Wax		First 5 Yr Prioritization	47	18	7/16/13	3.5		2.5		4		1.5		4	FALSE						
439	MDP150	Union Board Dinner		First 5 Yr Prioritization	47	18	7/16/13	2.2		2		2.8		1.5		4	FALSE						
440	MDP151	Abraham's Children		First 5 Yr Prioritization	47	18	7/16/13	2		2		2		1.5		4	FALSE						
441	MDP152	Tsunamis Response Forums		First 5 Yr Prioritization	47	18	7/16/13	2.8		2		2.2		1.5		4	FALSE						
